대여일자,평일/주말,평균온도,풍속,풍향,강수량,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),이용건수
2022-04-30,1,13,2.9,270,0,18,7,11608
2022-05-01,1,13.4,3.1,230,0,39,12,10743
2022-05-02,0,14.2,2.4,250,0,50,20,16601
2022-05-03,0,14.8,2.5,180,0,39,20,17204
2022-05-04,0,17.8,2.7,230,0,41,19,17778
2022-05-05,1,18.9,2.2,270,0,34,15,14020
2022-05-06,0,19.6,2.5,200,0,40,20,16184
2022-05-07,1,18.4,3,290,0.0028,30,12,13195
2022-05-08,1,15.3,2.8,50,0.0114,23,8,7823
2022-05-09,0,17.9,2.2,110,0,18,6,17395
2022-05-10,0,19.9,2.2,160,0,28,12,18583
2022-05-11,0,19.7,2.4,230,0,30,13,18651
2022-05-12,0,20.9,1.9,250,0,35,13,18879
2022-05-13,0,19.4,2.2,290,0,31,10,19208
2022-05-14,1,15.7,3.3,270,0,35,9,13947
2022-05-15,1,16.2,3.2,270,0,26,7,13061
2022-05-16,0,17.3,2.8,230,0,30,11,18312
2022-05-17,0,20,2.4,180,0,54,27,19388
2022-05-18,0,20,2.9,200,0.0085,62,34,15695
2022-05-19,0,19.9,3,180,0,45,19,19052
2022-05-20,0,20.6,2.3,270,0,39,21,19369
2022-05-21,1,20.1,2.5,270,0,37,20,15098
2022-05-22,1,20.3,2.5,180,0,38,20,13839
2022-05-23,0,23,2.3,250,0,70,43,19132
2022-05-24,0,22.9,2.1,250,0,33,17,19957
2022-05-25,0,21,2.6,270,0.0199,27,14,15321
2022-05-26,0,18.7,3.7,200,0,22,7,19086
2022-05-27,0,20,3.3,270,0,25,10,20195
2022-05-28,1,22.3,2.8,230,0,36,20,15983
2022-05-29,1,23.1,2.3,270,0,33,23,14146
2022-05-30,0,20.8,2.5,250,0,26,16,18835
2022-05-31,0,20.7,2.5,230,0,27,9,20373
2022-06-01,1,22.1,2.6,270,0,25,7,16855
2022-06-02,0,21.5,2.7,270,0,27,12,20250
2022-06-03,0,24.5,2,250,0,37,22,20515
2022-06-04,1,25.6,1.7,180,0,37,20,15230
2022-06-05,1,22.7,2.3,110,0,27,16,12486
2022-06-06,1,19.7,3.2,50,0.0244,11,4,13484
2022-06-07,0,20.6,2.7,50,0,10,2,20650
2022-06-08,0,21.2,2.3,270,0,19,8,21053
2022-06-09,0,20.9,1.6,290,0.0148,24,9,17137
2022-06-10,0,20.9,1.9,290,0.0068,29,14,17551
2022-06-11,1,24.6,2.2,20,0,24,12,16331
2022-06-12,1,24.6,2.5,250,0,22,13,13909
2022-06-13,0,23.6,2.6,360,0.1022,27,17,20490
2022-06-14,0,21.5,4.2,50,0,17,4,19952
2022-06-15,0,17.5,2.3,70,0.105,15,6,8625
2022-06-16,0,20.3,2.3,200,0.004,19,8,19282
2022-06-17,0,22.5,1.9,180,0,35,21,20360
2022-06-18,1,23.3,1.7,290,0,23,10,15873
2022-06-19,1,23.4,1.4,180,0,25,13,14234
2022-06-20,0,25.2,1.3,270,0,23,13,20964
2022-06-21,0,26.5,2,270,0,19,9,21186
2022-06-22,0,25.9,2.1,290,0,25,15,21406
2022-06-23,0,24.3,2.8,200,0.5846,33,22,6027
2022-06-24,0,22.6,3.5,230,0.1084,22,15,17986
2022-06-25,1,26,2.8,230,0,49,38,15610
2022-06-26,1,26.5,2.6,180,0,26,13,12737
2022-06-27,0,26.8,2.8,200,0.0346,13,6,12380
2022-06-28,0,26.9,5.8,200,0.0358,19,6,12879
2022-06-29,0,25.1,4.1,200,0.2145,16,7,7774
2022-06-30,0,22.3,2.3,50,1,6,3,1012
2022-07-01,0,26.6,2.1,230,0,18,7,18360
2022-07-02,1,28.8,1.7,270,0,27,17,13863
2022-07-03,1,29.3,1.7,270,0,34,28,11733
2022-07-04,0,29.3,1.8,340,0,36,28,18630
2022-07-05,0,29.2,1.7,320,0,52,42,17338
2022-07-06,0,29.5,2.1,250,0.0914,37,30,17616
2022-07-07,0,28.2,2.8,180,0,22,11,14141
2022-07-08,0,25.8,2.9,230,0.0096,25,18,17460
2022-07-09,1,26.9,1.7,250,6.00E-04,21,17,14307
2022-07-10,1,29.2,1.7,290,0,40,33,11770
2022-07-11,0,27,1.8,270,0.0511,27,18,18388
2022-07-12,0,26.8,2.2,50,0,14,5,19782
2022-07-13,0,25,1.8,140,0.6498,18,12,2515
2022-07-14,0,25.7,2.3,270,0.0051,12,6,18296
2022-07-15,0,26,2.3,250,0,25,14,19423
2022-07-16,1,24.8,2,160,0.193,28,19,14744
2022-07-17,1,25.5,1.8,270,0,23,16,13130
2022-07-18,0,26.8,2.2,110,0,29,21,18981
2022-07-19,0,27.4,2.3,270,0,35,25,20040
2022-07-20,0,27.1,2.2,290,0.0062,31,22,17447
2022-07-21,0,23.2,2.9,50,0.059,14,8,13723
2022-07-22,0,25.1,1.9,250,0.0295,29,21,18864
2022-07-23,1,24.8,2,50,0.0562,39,29,8346
2022-07-24,1,25,2.1,320,0.0068,19,13,11403
2022-07-25,0,27.5,1.9,270,0,16,7,16906
2022-07-26,0,28.9,1.8,320,0,30,21,18735
2022-07-27,0,29.3,2,160,0,38,30,18821
2022-07-28,0,29.7,2.4,140,0,27,20,18173
2022-07-29,0,30.7,2.2,320,0,25,19,17198
2022-07-30,1,30.9,2.6,160,0.0057,20,13,11974
2022-07-31,1,27.2,2.5,50,0.2679,11,7,2777
2022-08-01,0,28.6,2.4,70,0.1703,13,8,12137
2022-08-02,0,26.8,2.8,200,0.1901,12,8,5576
2022-08-03,0,27.1,2.8,230,0.29,24,20,10711
2022-08-04,0,28.9,2.5,270,0,16,10,17186
2022-08-05,0,29.4,2.6,270,0,19,11,17012
2022-08-06,1,28.7,1.7,270,0.0772,32,22,12505
2022-08-07,1,28.9,2.4,180,0.0051,28,20,10234
2022-08-08,0,26.8,3.3,200,0.7355,22,13,2754
2022-08-09,0,25.1,2.6,180,0.6986,9,6,52
2022-08-10,0,24.7,1.6,180,0.0431,14,6,13581
2022-08-11,0,25,1.6,200,0.2202,19,11,13829
2022-08-12,0,27,1.7,250,0,27,16,17225
2022-08-13,1,25.8,1.3,180,0.0227,26,17,8947
2022-08-14,1,27.6,1.9,180,0.017,21,15,8993
2022-08-15,1,28.1,4.8,200,0.0051,26,12,9058
2022-08-16,0,26.7,2.6,250,0,23,13,17537
2022-08-17,0,26,2,290,0,26,14,18173
2022-08-18,0,25.6,1.9,270,0,24,15,18468
2022-08-19,0,26,2.3,200,0.3751,23,14,11369
2022-08-20,1,28.2,2.4,270,0,24,16,13092
2022-08-21,1,28.1,1.7,250,0,26,17,12602
2022-08-22,0,26.8,2.3,200,0.0182,24,15,16948
2022-08-23,0,25.4,2,320,0.0125,17,8,17629
2022-08-24,0,24.8,2.5,50,0,18,7,19964
2022-08-25,0,22.2,1.8,250,0.0091,18,7,16774
2022-08-26,0,23.8,2.4,270,0,32,20,20118
2022-08-27,1,21.5,2.8,290,0.0999,21,9,16854
2022-08-28,1,22.6,1.7,50,0,19,7,14678
2022-08-29,0,21,2.3,50,0.0125,15,5,12529
2022-08-30,0,19.1,2.6,50,0.2032,9,3,2125
2022-08-31,0,21.7,1.8,340,0,12,3,19061
2022-09-01,0,24,1.7,320,0,22,8,20640
2022-09-02,0,24.7,3.1,50,0,18,7,20922
2022-09-03,1,24.2,3.4,50,0,15,4,16996
2022-09-04,1,22.3,3.1,50,0.1918,10,4,3961
2022-09-05,0,19.2,3.2,50,0.681,6,2,557
2022-09-06,0,21,3.6,50,0.1436,13,4,16457
2022-09-07,0,22.8,1.9,250,0,31,13,20254
2022-09-08,0,23.2,1.6,320,0,31,13,20664
2022-09-09,1,24.3,2,50,0,24,13,11441
2022-09-10,1,23.6,2.6,50,0,11,4,9799
2022-09-11,1,23.3,2.1,50,6.00E-04,23,12,10278
2022-09-12,1,23.8,1.6,320,0,26,14,14565
2022-09-13,0,24.3,2.5,50,0,25,14,19234
2022-09-14,0,24.6,4.6,50,0,22,10,20017
2022-09-15,0,25.2,3.6,50,6.00E-04,21,9,21073
2022-09-16,0,25.7,2.9,110,0.0829,25,13,17515
2022-09-17,1,25.6,1.4,250,0.0244,21,13,15599
2022-09-18,1,27.1,2,50,0,19,12,14367
2022-09-19,0,24.6,3.3,20,0,23,9,20913
2022-09-20,0,19.9,2.3,110,0,29,7,21903
2022-09-21,0,19.4,1.8,180,0,35,11,22449
2022-09-22,0,19.8,2,50,0,22,9,22225
2022-09-23,0,17.5,3.1,180,0.0187,27,11,20689
2022-09-24,1,18.5,1.8,270,0,19,7,17246
2022-09-25,1,19.6,1.6,290,0,27,12,15806
2022-09-26,0,20,1.7,250,0,29,12,21869
2022-09-27,0,20.9,1.6,340,0,36,16,22489
2022-09-28,0,20.4,1.8,270,0,35,20,22846
2022-09-29,0,20.4,1.4,250,0,74,53,22425
2022-09-30,0,20.7,1.6,270,0,53,37,22779
2022-10-01,1,20.9,1.6,270,0,58,41,17036
2022-10-02,1,19.4,2.7,50,0.0897,35,24,7370
2022-10-03,1,21.4,2.7,200,0.4313,18,12,1039
2022-10-04,0,17.9,2.9,270,0.067,18,6,19016
2022-10-05,0,16.6,2.1,20,6.00E-04,19,6,22028
2022-10-06,0,15.8,2.1,50,0,14,4,22228
2022-10-07,0,14.3,2.5,20,0,13,4,21509
2022-10-08,1,15.8,2.5,50,0,12,4,17207
2022-10-09,1,13.1,2.1,250,0.1158,11,4,2309
2022-10-10,1,9.9,3.8,270,0,11,3,8117
2022-10-11,0,11.1,2.2,270,0,18,6,19131
2022-10-12,0,13.5,1.8,50,0,26,11,21003
2022-10-13,0,16.3,1.5,70,0,25,11,21495
2022-10-14,0,17.1,1.6,290,0,32,14,21813
2022-10-15,1,18.2,1.4,290,0,39,19,16780
2022-10-16,1,16.9,1.7,290,0,48,27,13543
2022-10-17,0,11.2,3.4,320,0,29,8,18551
2022-10-18,0,9.4,2.3,320,0,26,8,19098
2022-10-19,0,10.5,1.8,340,0,27,9,19700
2022-10-20,0,12.9,1.8,250,0,39,16,20288
2022-10-21,0,14,1.7,270,0,53,30,20521
2022-10-22,1,15.1,1.9,270,0,50,32,15751
2022-10-23,1,14,2.7,320,0,38,16,12444
2022-10-24,0,10.6,2.8,290,0,33,10,18364
2022-10-25,0,11.3,2,50,0,23,8,19415
2022-10-26,0,12.9,1.9,70,0,19,6,20151
2022-10-27,0,13.2,1.7,290,0,40,19,20332
2022-10-28,0,13.6,1.7,270,0,51,25,20172
2022-10-29,1,14.8,1.8,50,0,29,15,15288
2022-10-30,1,14.9,1.9,50,0,28,16,12850
2022-10-31,0,14.9,2.1,140,0,28,14,19501
2022-11-01,0,13.1,1.8,250,0,58,35,20001
2022-11-02,0,11.1,1.7,250,0,36,12,19990
2022-11-03,0,9.3,2,320,0,37,14,18536
2022-11-04,0,4.9,2.9,290,0,29,7,15653
2022-11-05,1,6.5,1.7,320,0,32,11,12084
2022-11-06,1,9.6,1.8,180,0,27,11,10803
2022-11-07,0,11.4,1.7,270,0,41,17,17331
2022-11-08,0,12.9,1.5,320,0,51,29,19021
2022-11-09,0,11.4,1.5,320,0,76,48,18996
2022-11-10,0,13.5,1.3,250,0,92,62,19362
2022-11-11,0,15.6,1.8,70,0,68,40,19694
2022-11-12,1,16.3,2.2,250,0.3286,63,38,7476
2022-11-13,1,10.3,2.6,230,0,24,11,9395
2022-11-14,0,9.7,2.3,230,0,27,15,16948
2022-11-15,0,8.1,2,320,0.0091,32,15,15981
2022-11-16,0,8.5,1.7,290,0,38,20,17484
2022-11-17,0,10.2,1.6,180,0,39,17,17869
2022-11-18,0,11,1.6,200,0,45,22,17948
2022-11-19,1,12.9,2.3,50,0,35,17,13280
2022-11-20,1,13.7,1.7,320,0,36,19,11832
2022-11-21,0,11.8,1.6,320,0,53,32,17795
2022-11-22,0,10.7,1.9,50,0,68,41,17195
2022-11-23,0,10.8,2.1,320,0,49,27,18140
2022-11-24,0,9.4,1.5,270,0,62,32,18256
2022-11-25,0,12.3,3,200,0.0096,63,35,17614
2022-11-26,1,6.7,3,320,0,72,19,10089
2022-11-27,1,5.4,2.4,50,0,25,10,8751
2022-11-28,0,12.3,2.7,50,0.1107,29,12,6216
2022-11-29,0,6.9,3.5,290,0.0216,26,10,11637
2022-11-30,0,-5.4,3.9,290,0,31,6,9774
2022-12-01,0,-5.4,2.4,290,0,27,8,9755
2022-12-02,0,-2.5,1.7,50,0,24,7,10919
2022-12-03,1,2.1,2.6,270,0.0062,37,19,6667
2022-12-04,1,-3.5,2.8,290,0,23,6,5177
2022-12-05,0,-3.1,2.4,290,0,26,10,10186
2022-12-06,0,0.9,2.4,250,6.00E-04,32,13,10929
2022-12-07,0,4.9,2.7,270,6.00E-04,40,13,12405
2022-12-08,0,3.7,1.4,290,0,36,10,12785
2022-12-09,0,4.5,2,290,0,54,26,12604
2022-12-10,1,2.6,1.3,290,0,51,25,8395
2022-12-11,1,1.6,1.8,290,0,53,25,6588
2022-12-12,0,2,1.7,180,0.0306,42,21,7454
2022-12-13,0,0,3.5,290,0.0034,229,31,7309
2022-12-14,0,-8.4,3.2,320,0,58,10,7194
2022-12-15,0,-4.5,2.5,320,0.0136,37,16,5056
2022-12-16,0,-6.3,2,290,0,36,16,5245
2022-12-17,1,-7,2.7,290,0.0011,31,13,3900
2022-12-18,1,-9.5,2.6,270,0,26,8,2960
2022-12-19,0,-7,1.7,290,0,27,10,6951
2022-12-20,0,-3.2,2.2,50,0,37,19,8671
2022-12-21,0,-0.1,2.7,290,0.0204,49,29,5081
2022-12-22,0,-7.8,4.4,270,0,39,16,6290
2022-12-23,0,-11.8,4.3,290,0,27,11,5003
2022-12-24,1,-8.4,1.8,50,0,35,16,3631
2022-12-25,1,-5.4,1.7,250,0,49,29,3185
2022-12-26,0,-3.9,1.4,50,0,55,34,7043
2022-12-27,0,-2.6,1.8,290,0,58,35,7983
2022-12-28,0,-3.3,2.5,290,6.00E-04,42,20,7339
2022-12-29,0,-2.9,1.7,290,0,40,18,7637
2022-12-30,0,-1.8,1.9,270,0,46,27,7347
2022-12-31,1,-1.2,1.4,340,0,49,30,5160
