대여일자,평일/주말,평균온도,풍속,풍향,강수량,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),이용건수
2021-02-23,0,0,2.9,290,0,50,16,3657
2021-02-24,0,2.9,1.8,50,0,58,23,4229
2021-02-25,0,4.2,1.4,50,0,67,35,4175
2021-02-26,0,8.2,2.3,50,0,46,25,4812
2021-02-27,1,9.5,3.4,90,0,18,10,4766
2021-02-28,1,7.8,2.1,50,0,25,15,4027
2021-03-01,1,4.7,3.5,50,0.198,27,18,197
2021-03-02,0,2.3,1.9,50,0,11,7,4275
2021-03-03,0,4.4,1.8,20,0,42,26,5111
2021-03-04,0,7.2,1.9,50,0,41,26,5486
2021-03-05,0,9,2.1,250,0,37,25,6117
2021-03-06,1,6.6,3.3,50,0,32,20,4583
2021-03-07,1,6.2,2.8,50,0,22,15,4990
2021-03-08,0,7,1.8,270,0,46,32,5820
2021-03-09,0,6.6,2.2,250,0,48,32,5875
2021-03-10,0,8.8,1.8,50,0,103,75,6232
2021-03-11,0,10.2,1.8,270,0,137,97,6248
2021-03-12,0,10.5,2.2,50,0,87,57,5849
2021-03-13,1,9.2,2.2,270,0,57,38,5643
2021-03-14,1,9.1,2.2,250,0,90,69,4911
2021-03-15,0,10.6,2.4,230,0.003,92,69,6354
2021-03-16,0,8.4,3.2,290,0.005,40,23,6211
2021-03-17,0,8.8,1.8,50,0,89,18,6908
2021-03-18,0,11.7,1.8,50,0,98,40,7065
2021-03-19,0,15.3,2.2,70,0,88,40,7862
2021-03-20,1,9.9,2.2,110,0.013,35,19,2133
2021-03-21,1,5.8,4,270,0.002,46,34,4096
2021-03-22,0,6.2,3.2,250,0,36,16,6446
2021-03-23,0,9.1,2.5,200,0,73,30,7089
2021-03-24,0,10.8,2.4,270,0,55,25,7524
2021-03-25,0,11.9,2.2,270,0,62,34,7500
2021-03-26,0,12.6,1.4,250,0,123,80,7744
2021-03-27,1,12.1,2.5,70,0.06,70,39,1323
2021-03-28,1,9,3.3,200,0.02,11,8,2426
2021-03-29,0,10.2,3.3,250,0,83,24,6510
2021-03-30,0,10.8,2.2,270,0,156,29,7770
2021-03-31,0,14.5,1.8,50,0,45,18,8379
2021-04-01,0,17.7,3.5,50,0,44,15,8635
2021-04-02,0,17.8,3.2,70,0,45,14,8563
2021-04-03,1,14.9,3.1,50,0.172,31,13,850
2021-04-04,1,11.9,3.2,50,0,9,5,6281
2021-04-05,0,11.9,2.4,20,0,20,10,8582
2021-04-06,0,13.9,2.5,250,0,41,24,9102
2021-04-07,0,14.1,2.5,250,0,58,36,9247
2021-04-08,0,13,2.7,270,0,32,14,8224
2021-04-09,0,13.6,2.7,50,0,33,16,8542
2021-04-10,1,12.6,2.6,250,0,31,17,7371
2021-04-11,1,15,1.7,20,0,43,23,7352
2021-04-12,0,13.8,2.4,70,0.06,38,20,2369
2021-04-13,0,10.4,3.7,270,0.015,13,8,7041
2021-04-14,0,8.4,2.9,270,0,25,13,7842
2021-04-15,0,11.6,2.1,270,0,43,21,8735
2021-04-16,0,11.3,2.6,200,0,78,19,7007
2021-04-17,1,9.6,2.6,230,0,100,18,5690
2021-04-18,1,9.9,3.2,250,0,28,13,6512
2021-04-19,0,12.2,2.4,200,0,44,21,8847
2021-04-20,0,14.8,1.9,270,0,61,30,9126
2021-04-21,0,19.1,1.8,270,0,75,37,9579
2021-04-22,0,20.9,2.5,50,0,69,37,9359
2021-04-23,0,19,3.2,50,0,41,20,9547
2021-04-24,1,18.3,2.7,50,0,22,11,8255
2021-04-25,1,18.2,2.7,50,0,22,12,8432
2021-04-26,0,16.2,2.6,110,0,25,12,9820
2021-04-27,0,15.4,2.3,200,0,28,15,8712
2021-04-28,0,14.5,2.4,200,0.01,61,26,9579
2021-04-29,0,14.6,2.3,50,0.015,72,23,8678
2021-04-30,0,10.2,2.7,270,0.034,30,15,5798
2021-05-01,1,12.4,3.1,270,0.005,21,12,3879
2021-05-02,1,14.1,2.1,200,0,13,7,7301
2021-05-03,0,13.8,2.1,50,0.06,31,19,9884
2021-05-04,0,13.9,3.5,250,0,26,14,1569
2021-05-05,1,15.7,2.4,50,0.02,42,10,8470
2021-05-06,0,14.4,3.4,230,0,66,16,9898
2021-05-07,0,14.3,3.4,250,0,387,102,7726
2021-05-08,1,15.7,3.5,270,0,440,85,6082
2021-05-09,1,13.2,1.8,50,0,41,10,7838
2021-05-10,0,18.5,2.7,110,0,17,9,8126
2021-05-11,0,22,2.2,70,0,15,8,10731
2021-05-12,0,22.9,1.9,250,0,21,12,10847
2021-05-13,0,24.1,1.7,50,0.054,47,29,11052
2021-05-14,0,22.1,1.7,50,0.154,59,37,11108
2021-05-15,1,18.4,2.5,50,0.008,52,37,2688
2021-05-16,1,15.3,1.6,50,0,5,4,153
2021-05-17,0,17.9,1.7,270,0,14,6,5839
2021-05-18,0,19.9,1.8,270,0.003,31,18,11009
2021-05-19,1,18.7,2.5,50,0.036,36,22,9727
2021-05-20,0,16,1.7,290,0,25,15,5959
2021-05-21,0,18.6,2.5,250,0,12,8,7538
2021-05-22,1,19.5,1.7,270,0,23,16,9137
2021-05-23,1,19.4,2.7,250,0.024,33,25,8270
2021-05-24,0,15.3,3.2,250,0,135,34,10733
2021-05-25,0,18,2.9,200,0.024,104,26,7799
2021-05-26,0,15.8,2.8,200,0.093,45,15,10341
2021-05-27,0,15.3,2.6,250,0,41,19,6454
2021-05-28,0,15.4,2.2,50,0.065,39,23,6887
2021-05-29,1,18.4,2.1,50,0.02,19,12,5195
2021-05-30,1,19.9,1.8,50,0,24,15,6425
2021-05-31,0,20.2,2.2,50,0.072,34,20,6466
2021-06-01,0,23.2,2.1,50,0,36,23,10269
2021-06-02,0,19.1,1.8,270,0,51,32,13192
2021-06-03,0,18.5,2.9,200,0,30,19,4146
2021-06-04,0,20.8,3.3,200,0,24,13,12633
2021-06-05,1,23,2.2,200,0,46,28,11080
2021-06-06,1,21.1,1.7,180,0,61,40,10045
2021-06-07,0,23.6,1.7,50,0.028,39,21,12610
2021-06-08,0,25.8,1.6,50,0.015,41,29,13197
2021-06-09,0,24.9,2.2,50,0,43,31,13228
2021-06-10,0,21.5,2.8,230,0,58,46,8345
2021-06-11,0,24.2,1.8,270,0,16,14,12303
2021-06-12,1,24.8,2,250,0.02,21,17,10776
2021-06-13,1,24.8,2.1,250,0,30,22,9345
2021-06-14,0,22.5,2.3,50,0,43,32,13457
2021-06-15,0,24.3,3.6,50,0.01,24,19,9791
2021-06-16,0,21.9,2.4,50,0,8,5,14256
2021-06-17,0,20,2.5,200,0,15,11,11938
2021-06-18,0,22.3,1.8,270,0,12,10,7786
2021-06-19,1,22.9,2.8,230,0.015,43,31,11109
2021-06-20,1,23.6,2.2,270,0.075,54,38,10344
2021-06-21,0,22.8,2.1,50,0,40,28,14123
2021-06-22,0,22.4,2.4,50,0,31,22,14032
2021-06-23,0,23,1.9,50,0.02,21,15,14215
2021-06-24,0,24.1,2,270,0.007,30,21,14508
2021-06-25,0,22.8,1.8,50,0,43,29,14461
2021-06-26,1,24.5,2,50,0,22,15,10012
2021-06-27,1,23.7,1.9,50,0.028,18,13,9520
2021-06-28,0,23.9,1.8,50,0,23,16,11646
2021-06-29,0,24.3,1.3,20,0,29,20,12242
2021-06-30,0,26.3,1.8,50,0.2,38,26,13288
2021-07-01,0,27.1,2.3,50,0.06,37,27,14712
2021-07-02,0,22.6,3.6,50,0,26,18,14589
2021-07-03,1,21.4,2.3,70,0,12,8,4829
2021-07-04,1,23.3,1.4,290,0.003,7,5,3350
2021-07-05,0,25.3,1.6,50,0.008,20,13,14593
2021-07-06,0,26.4,1.5,290,0,44,29,15291
2021-07-07,0,26,2,270,0.021,30,20,13674
2021-07-08,0,25.5,1.9,270,0.002,18,13,13646
2021-07-09,0,25.9,2.4,200,0,17,11,13968
2021-07-10,1,25.7,2.2,200,0,25,19,10862
2021-07-11,1,28.1,1.6,50,0,31,22,8043
2021-07-12,0,28.8,1.7,50,0,37,26,13134
2021-07-13,0,29.7,2.2,200,0,28,18,13379
2021-07-14,0,29.1,2.1,50,0,19,11,12754
2021-07-15,0,28.8,2.2,50,0,18,11,12469
2021-07-16,0,29.1,2.3,50,0.016,19,13,9682
2021-07-17,1,29.6,2.1,110,0,16,11,9741
2021-07-18,1,26.4,1.9,50,0,13,10,8603
2021-07-19,0,27.9,1.5,50,0,13,9,8924
2021-07-20,0,30.5,1.7,50,0,21,14,10997
2021-07-21,0,31.2,2,50,0,22,15,11966
2021-07-22,0,31.2,1.8,70,0,25,18,12177
2021-07-23,0,31.7,1.7,140,0,33,25,11603
2021-07-24,1,31.5,2,140,0,33,25,8925
2021-07-25,1,31.2,2.4,90,0,22,17,7381
2021-07-26,0,31.1,2.1,50,0,19,13,11816
