2021-12-01,1101,,1
2021-12-01,1101,,2
2021-12-01,1101,,1
2021-12-01,1101,,1
2021-12-01,1102,,1
2021-12-01,1102,,1
2021-12-01,1102,,1
2021-12-01,1102,,1
2021-12-01,1102,,1
2021-12-01,1102,,4
2021-12-01,1102,,9
2021-12-01,1102,,5
2021-12-01,1102,,1
2021-12-01,1102,,4
2021-12-01,1102,,1
2021-12-01,1102,,2
2021-12-01,1102,,2
2021-12-01,1102,,2
2021-12-01,1102,,5
2021-12-01,1102,,3
2021-12-01,1102,,2
2021-12-01,1102,,2
2021-12-01,1102,,3
2021-12-01,1103,,1
2021-12-01,1103,,1
2021-12-01,1103,,1
2021-12-01,1103,,6
2021-12-01,1103,,3
2021-12-01,1103,,2
2021-12-01,1103,,1
2021-12-01,1103,,1
2021-12-01,1103,,1
2021-12-01,1103,,2
2021-12-01,1103,,4
2021-12-01,1103,,3
2021-12-01,1103,,1
2021-12-01,1103,,5
2021-12-01,1103,,1
2021-12-01,1103,,4
2021-12-01,1103,,4
2021-12-01,1103,,3
2021-12-01,1103,,5
2021-12-01,1103,,3
2021-12-01,1103,,3
2021-12-01,1103,,3
2021-12-01,1103,,3
2021-12-01,1105,,3
2021-12-01,1105,,1
2021-12-01,1105,,1
2021-12-01,1105,,1
2021-12-01,1105,,1
2021-12-01,1105,,1
2021-12-01,1105,,1
2021-12-01,1105,,1
2021-12-01,1105,,1
2021-12-01,1105,,1
2021-12-01,1106,,1
2021-12-01,1106,,1
2021-12-01,1106,,1
2021-12-01,1106,,1
2021-12-01,1106,,1
2021-12-01,1106,,1
2021-12-01,1106,,1
2021-12-01,1106,,8
2021-12-01,1106,,4
2021-12-01,1106,,1
2021-12-01,1106,,1
2021-12-01,1106,,2
2021-12-01,1106,,1
2021-12-01,1106,,1
2021-12-01,1106,,1
2021-12-01,1106,,2
2021-12-01,1106,,2
2021-12-01,1106,,6
2021-12-01,1106,,1
2021-12-01,1106,,2
2021-12-01,1106,,1
2021-12-01,1106,,1
2021-12-01,1106,,2
2021-12-01,1106,,5
2021-12-01,1106,,6
2021-12-01,1106,,4
2021-12-01,1106,,2
2021-12-01,1106,,5
2021-12-01,1106,,1
2021-12-01,1106,,3
2021-12-01,1108,,1
2021-12-01,1108,,1
2021-12-01,1108,,2
2021-12-01,1108,,2
2021-12-01,1108,,1
2021-12-01,1108,,1
2021-12-01,1108,,1
2021-12-01,1108,,2
2021-12-01,1108,,3
2021-12-01,1108,,1
2021-12-01,1108,,1
2021-12-01,1108,,2
2021-12-01,1108,,3
2021-12-01,1108,,3
2021-12-01,1108,,4
